Gene	C10_+DDM_-RNase_R1	C10_+DDM_-RNase_R2	C10_+DDM_+RNase_R1	C10_+DDM_+RNase_R2	C10_-DDM_-RNase_R1	C10_-DDM_-RNase_R2	C10_-DDM_+RNase_R1	C10_-DDM_+RNase_R2
Trmt9b	0.474991047	0.490446137	0.386656554	0.576196588	0.439967481	0.408575551	0.164352977	0.172733214
Stap2	0.354007449	0.555456203	0.672402218	0.576556543	0.921562043	0.05970754	1.156860432	0.347385112
Ogdhl	0.315196627	0.437583035	0.322556758	0.576567124	0.147204472	0.334158854	0.103868632	0.343089426
Mrc2	0.560860765	1.462457943	0.519530386	0.576744006	0.779785245	0.205501211	1.583748826	1.004730188
Slc25a53	0.690982316	0.50635961	0.726332534	0.577027764	1.350452389	2.029356713	1.108817242	1.311024393
Kdm3b	0.88827066	1.069392765	0.751484845	0.577249816	2.100147491	1.163759723	1.45443834	1.450315029
LOC118568560	0.107098456	0	0.174362528	0.577412193	3.540132976	0.216761043	0.494099139	0.816031684
Aspm	0.979446612	2.441470825	0.879051491	0.57798477	2.60600861	1.801215164	2.981870521	5.000486795
Zhx2	0.637843798	0.410788646	0.655295788	0.57808766	0.431424766	0.378384455	1.268402937	0.571319086
Rcan3	1.067154891	1.182730956	0.934966769	0.578313167	1.378700055	1.269195729	2.512417507	2.114705226
Zfp113	0.502766381	0.750257028	0.364106045	0.578343932	2.399320032	1.447405457	1.019786605	2.620919065
Gm3373	0.733169674	0.521647677	0.545665352	0.578806045	0.448934967	0.423969358	0.322141058	0.224905084
Ccar2	1.089550415	0.610860716	1.132536006	0.578949384	1.05031132	0.282716235	2.851654392	2.946260552
Gm40516	0.572964652	1.276016331	1.181571805	0.579204386	1.179371068	3.092392302	1.24826024	1.852105567
Gm10778	0.322315354	0.989707482	0.583053534	0.579245247	0.429286664	0.507381404	1.431928934	1.277546862
Frat2	0.495927141	0.642060971	0.305961456	0.580484955	5.916213502	2.45649141	0.903142804	1.410230179
Map3k3	0.832114002	0.335129273	0.952381068	0.581241743	1.08968549	0.393932155	2.03481417	2.812668178
Arhgef28	0.103686005	0.78877811	0.22788926	0.581724209	0.711831037	0.272810773	1.213827802	1.158113148
4930477N07Rik	0	0.898926957	0	0.581831163	0.358402595	0.49924555	0.094834383	0.170862717
Gm15232	0	0	0.024488248	0.58286553	0	0	0.057827899	0
Golgb1	0.762367811	0.859067015	0.548731869	0.583072845	0.721458114	0.375595784	1.87429035	2.470140692
Smug1	1.131597259	0.795704273	1.135058505	0.583476303	1.655205199	1.26811193	2.005912554	3.101134154
Chd6	0.469626206	1.118745773	0.590355132	0.583697407	0.872513299	0.093491421	1.65604533	1.463847932
Alox15	1.013905914	0.809337756	0.843235779	0.583871086	0.502838701	0.692499801	0.593758551	0.649038703
Ifitm10	0.550665013	0.614138141	0.500811678	0.585454754	0.465573477	0.586080606	0.448966816	0.660931846
Slc5a6	1.783964512	1.189246386	1.445115199	0.586469056	3.382292015	0.0146774	2.442332849	2.622121025
Gm43868	1.689252204	2.573039951	2.243132722	0.587004206	1.294324768	0.64105278	2.222328603	0.658185253
Ppp2r3d	0.651167524	0.970051105	0.979911968	0.587095782	1.438362989	0.578818489	0.700294958	0.502858838
Vps8	0.676726897	1.344058474	0.899028676	0.588323101	1.681374718	0.698524488	2.895731187	4.500034025
Gm16618	3.434371544	1.697045456	4.150871828	0.588436058	3.171622553	1.590475762	2.416955541	0.967693075
2310040G24Rik	0.436685318	0.066307945	0.213284744	0.588587912	0.079311026	1.031129949	0.923380972	0
Limch1	0.547779593	0.604745129	0.642108313	0.589575617	0.449451801	0.524989756	0.371644597	0.354882985
Irf7	0.116660159	0	0.541299183	0.589653092	0	1.298623551	0.840956394	1.090906322
Ubp1	0.184230333	1.296139253	0.249948099	0.589749388	0.591126908	0.756100486	1.357554793	1.010263406
H2bc14	2.802742205	0.957552628	3.080043667	0.590263499	2.290660065	2.127220171	0.269384624	0.849361042
9330154J02Rik	0.095516304	0	0.126234371	0.590698597	0.526554425	0.363895419	0.051842922	0.035026942
Pdzk1	0.326837008	0.579865915	0.302462355	0.591235571	0.262435081	0.26111806	0.119041879	0.321715893
Ifi44	0.623908047	0.426314478	0.304727599	0.591283657	0.467422396	0.473532592	0.854525646	0.992633834
1700001G11Rik	0.365792392	0.733171511	0.50024632	0.591641546	4.863072309	1.406650779	2.02510153	0.304051423
Itga11	1.349948406	0.636445301	1.383227421	0.591666301	0.370339351	0.544532762	0.261314356	0.421766395
Pin1rt1	0.536727557	0.533446274	0.571957359	0.591897446	0.212685277	0.246887577	0.225108604	0.253485778
Ccdc62	1.354603147	0.867225292	1.525879607	0.592153568	0.651630508	0.27169385	0.717844162	1.141179591
Zfp462	0.614468172	0.771028584	0.63554188	0.592180828	0.683182426	0.614256075	0.51895604	0.352244128
Vav2	1.711744555	0.94237558	1.89563364	0.592217633	2.334153611	1.408020448	2.977264043	4.308419032
LOC118568397	1.54196793	1.461022527	1.174873591	0.592328937	1.176222842	1.903720548	0.995942497	1.345789119
Nlrp2	0.144684332	0.395449463	0.211999072	0.592352927	0.268032004	0	0.175219202	0.067648225
Gm35756	0.805788384	0.912093059	0.4770438	0.592409912	0.585390906	0.790724265	0.422444069	0.279075771
4933427D14Rik	0.652346164	0.105965495	0.790368426	0.592994142	1.537477728	0.829032283	1.096521489	1.754919721
Med13l	1.043131948	0.980057236	0.94466803	0.593151708	0.68085101	0.588287772	1.572833081	1.439463256
Tfe3	0.518605638	0.24867485	0.439935264	0.593234097	2.900043259	1.27060187	1.904626853	2.864358625
Arvcf	0.465151747	0.837474689	0.908752984	0.593369539	0.712055107	1.053516266	1.162405495	1.047150595
Gm39850	0	0.048617462	0	0.593390723	0	0	0	0.277227587
Kif3b	1.792357671	1.858184582	1.894225214	0.593545885	0.622995115	1.860722789	1.060362965	1.806099188
Syne3	0.833387583	0.12942073	0.730823733	0.593553752	0.092880189	0.345012539	1.245202834	1.525170641
Arhgap21	0.945751709	0.743664009	1.059370481	0.593733502	1.15911863	1.544421319	1.733556812	1.972510706
Cnot4	1.026346703	1.732426547	1.071632084	0.593926975	2.069501194	2.210487336	2.502493155	2.662178043
Dhh	0.565715739	0.949957488	0.58511744	0.59430306	0.8824034	0.359208073	0.179112962	0.276606074
Adam19	0.86679337	0.130409677	0.691353693	0.594873762	0.476615322	0.08852171	0.486111447	0.578374994
Dtx2	3.768196201	5.994449373	2.746300823	0.595192631	7.410572241	6.598804986	2.07121064	2.034077839
Foxo6	0.799178636	0.74726236	1.047735461	0.595281399	1.879275055	0.936442188	1.552426825	2.906258866
Arhgap24	0.853551034	1.32436242	0.793728001	0.595326355	1.429726285	0.882628392	1.362775033	1.715616134
Pcnx	0.584533556	0.792530094	0.521536747	0.595552029	1.48461439	0.190966685	0.68480407	0.76037046
Arrdc2	1.481688491	2.086226104	1.101971178	0.595725639	1.027492097	0.664518182	0.990410662	1.172118237
Rell1	1.572270018	3.04392746	1.353971556	0.596022167	3.685933751	4.302227701	1.968513442	2.149492458
Tedc1	0.786697287	0.422687216	0.827586759	0.596448468	0.906740942	0.045929698	1.506446503	2.724637834
Kcnip3	0.429208778	0.374742907	0.244571917	0.596589088	0.418998088	0.615324626	0.629112173	0.399501302
Mllt6	0.167655634	0.18595017	0.185133437	0.596869446	0.23035866	0.066389722	0.067259123	0.462000598
6530403H02Rik	0.778201352	0.800896301	0.760174293	0.597291164	0.235562258	0.845851727	0.614993946	1.078085246
Gm35837	0	0.071822023	0.038503535	0.597688197	0	0	0.136386555	0
Gm42274	0	0.021555645	0.023111812	0.597938905	0.825047585	0	0.463908797	0.098332067
Snx29	0.118353919	0.744359872	0.111882819	0.598214117	0.26210646	0.339994307	0.277416567	0.408583249
Mroh3	0.09354094	0.028407218	0.076145051	0.598877626	0.033977913	0.110437495	0	0.032396856
Clasp1	1.230658623	2.112644817	1.536081037	0.598992244	1.781894438	0.547741288	2.654826283	2.69350403
Gm34237	0.503882384	0.324048288	0.405349356	0.599258581	0.678290566	0.659889109	0.444420928	0.739118174
Gm33547	0.751541761	0.468480049	1.545541625	0.599783878	0.81897255	0.520368375	0.273729537	0.123294345
Rbm15	0.453451038	0.206561147	0.366437833	0.600073184	0.206638754	0.412991331	0.539640421	0.777386027
Tet2	0.189120492	0.301526072	0.220661082	0.600092978	0.475149645	0.164803264	0.418076807	0.256540734
Mir221	0.593738809	0	0.579984831	0.600204779	0	0.600846399	0	0
Pcsk5	1.039549519	1.042305295	1.106806742	0.600497419	0.976983457	1.074258286	0.564604428	0.537197047
Gm8587	0.548510731	0.624659535	1.205560041	0.600691169	0.74715614	0.370051267	0.632639092	0.474926352
Iqsec2	0.581943537	0.767079075	0.556367843	0.600797672	0.964728838	0.870834892	0.849710242	0.553189378
H3c14	1.019370847	0.773925568	1.078736846	0.601108702	0.647985415	0.601751288	1.273694317	1.147404901
BC147527	0.946622652	0.739227874	0.898274276	0.601499874	0.663143618	0.903214318	0.483516659	0.49177821
Synrg	0.559258227	1.594729141	0.766243158	0.602059648	1.076407691	1.822809833	1.256561679	2.014908379
Zbtb18	0.428936782	0.861181561	0.473315321	0.602233355	1.687914208	1.012833601	2.226264182	0.883091476
Dsel	0.508121904	0.466261314	0.599906539	0.6023442	0.378436441	0.562295658	1.488328223	1.849713486
Dusp8	0.164386701	0	0.140506343	0.602391317	0.212724018	0.530255155	1.0901981	0.362951002
Gm36543	0.2089081	0.54379532	0.131187045	0.603380466	0.081304292	0.256710829	0.103264106	0.232563142
Zfp987	0.01990303	0.271993601	0.136093829	0.603593373	0.108443975	0.14098901	0.18364541	0.124077442
9930104L06Rik	1.302910958	2.275147502	1.060607487	0.603670832	0.808504282	3.80902305	1.7323324	2.763897672
Vmn2r60	0.641985981	0.448868635	0.6125303	0.603699884	0.4392756	0.634562502	0.499374064	0.403322845
Spg11	0.421182374	0.545291318	0.40059868	0.605040384	1.407112252	0.499131097	1.105792385	1.80228438
Gm26710	0.119756235	0	0.350946235	0.60530206	0	0.242379651	0.690619816	0.871000813
Hipk2	0.898311059	1.186245782	0.798625101	0.605395933	1.213555677	0.612852575	1.622044117	1.303907255
Gm11734	0.390617638	0.735479404	0.178065518	0.605469733	1.248617721	0.026352912	0.090105799	0.108228831
LOC118568588	0.095845687	0.523928541	0.187250837	0.605559197	0.731116934	0.169737832	0.414547918	0
Aste1	0.857873565	1.137883497	0.653147757	0.605775904	1.422888764	1.461799755	0.873044777	1.42877307
Hapln4	0.157732626	0.64666935	0.27734174	0.605911424	2.131372928	2.330464082	2.474180253	1.589701748
Trim50	0.569446626	0.764549637	0.468425581	0.605945314	0.685859164	0.667252377	0.414812242	0.404822983
Nmnat1	2.075415707	2.605148633	2.13996856	0.606093951	1.256460447	1.726880697	2.127764077	0.886516247
Gm52739	0.556771017	0.663331193	0.376527738	0.606129352	0.28002754	0.433412361	0.691563715	0.444995534
Fsip1	0.314314618	0.468589584	0.320989578	0.606589936	0.622756282	0.809651176	0.379001239	0.341422486
Gm36187	0.450150222	0.360404129	0.346448013	0.606736633	0.624322586	0.317496828	0.220263461	0.340155232
4930471E19Rik	1.130222906	2.413368396	1.82856833	0.606969767	1.770468424	0.250195902	1.344308553	0.477067536
Nrxn1	0.432142887	0.460927884	0.525091377	0.607326708	0.528344964	0.655974042	0.632146521	0.854201836
Tmem191c	0.160242008	0	0.313059994	0.60745157	0.698477785	0.040540062	1.709578342	0
Chn2	0.885245752	0.764666879	0.885133794	0.607847304	0.914619119	0.574691699	1.40149604	0.976186717
Gc	0	0	0	0.608375337	0	0	0.047870778	0.043124291
Gm51533	2.208032227	6.583600276	1.503282153	0.608748619	0.072913458	0	1.774966658	0.486644583
Gm36574	0.45199482	0.377479289	0.257555868	0.609222881	0.277058968	0.266819937	0.152051655	0.166327296
Zfp455	0	0.01894862	0	0.6097213	0.181315767	0.420946961	0.359825147	0.064829549
Gm12589	0.120652806	0.549611312	0.47143152	0.609833733	0.854608113	0.366291388	0.834948278	0.376080718
Dpf1	0.818596354	0.905605233	0.609244605	0.610781988	0.403543489	1.538449142	0.944149357	0.384765835
Carf	0.835237487	0.582858121	1.015521644	0.610794403	0.939225957	1.789382668	0.74812795	1.274041562
Pde4a	0.567076276	0.551084801	0.59825513	0.611468676	0.593237969	1.55326043	1.055204127	0.424225099
A930003O13Rik	0	1.079372421	0	0.613426503	0	0.467872196	0.066656134	0.570446888
Capn9	0.794846344	1.132314774	0.818784632	0.613583671	0.425207076	0.950608894	0.133346424	0.345358948
Xdh	3.259125093	6.752031961	2.433512417	0.613791811	9.905403497	7.391447471	4.716768258	3.859436337
Lrit3	0.19085114	0.347754682	0.169481879	0.613866776	0.1607079	0.491618401	0.060033577	0.12618929
Btbd3	2.125555566	2.093528904	1.467050238	0.613915262	1.493500586	0.647791622	1.353566607	1.193776759
Fam78b	1.020027538	0.014187923	0.882307128	0.613958781	0.330918796	0.717050955	0.3322869	0.44496482
Adnp2	0.94041298	1.543980164	1.444925738	0.61396425	2.914246319	0.892191162	3.739781865	4.417326459
Gm36538	0.511611672	0.844824872	0.468525161	0.614155117	0.418136361	0.45301911	0.368800378	0.697689427
Ulk1	0.519637564	1.402402096	0.440558615	0.614497853	0.331209351	1.617261688	2.386041645	1.711418946
Zbed4	0.867886226	0.986683854	0.797059637	0.614886274	1.107423484	0.412864602	0.898332535	1.171501658
Caskin2	1.099287464	0.009723492	0.562974869	0.614968567	0.790859237	0.043201822	0.430836998	1.119999451
Adgrg1	0.067625361	0.148893104	0.154137241	0.615256373	0.951867018	0	2.255426733	2.078639096
Tram2	1.379695219	3.364293419	1.347734535	0.615317849	3.891375516	0	3.463433534	2.234613906
Sun2	0.401506497	0.519196542	0.354250207	0.615364946	1.552529267	0.26213735	0.717039394	0.79397217
Phf11d	0	0.019132039	0	0.615623293	0.572096473	0	0.314867098	0.109095145
Pbx4	0.179177849	0.326484484	0.245038064	0.615839084	0.195254273	1.232994834	0.826637696	0
Tead4	1.021115245	1.388507369	1.146335865	0.616259973	1.378460346	2.190061584	2.953113471	1.852713237
Col16a1	0.221058108	0.410851473	0.233212273	0.616764748	0.433605899	0.107378099	1.733749135	1.203538871
Ptger4	0.813780875	0.092675668	0.563075144	0.61698237	0.018474916	3.259776827	0.195540687	0.915992611
Rhbdd1	1.800269625	1.372741247	1.691664342	0.618164072	2.82008134	1.297056971	4.937063167	3.070075522
Wdr41	1.496733097	1.25212684	1.351716983	0.618535466	0.882189566	1.238393363	2.008583366	1.975699966
Xpr1	1.245912506	0.282096932	1.080222695	0.618561584	0.53022598	0.649064892	1.556047413	0.949827875
E130317F20Rik	1.208122223	0.786196432	0.674363447	0.618569877	1.709764814	1.349606307	0.959106674	0.798801024
Mrgpre	0	0	0.145801955	0.618628636	0.878318718	0.151046329	0.309874295	0.759907299
Gsdmc	0	0	0	0.61881578	0	0	0	0
Asap3	0.170177061	0.666680429	0.265975846	0.6193092	0.472887057	0.766353342	0.402370169	0.203339263
Camsap1	0.912705289	2.251075043	1.477446333	0.619490138	2.763556581	1.43822572	2.594134696	4.369026024
Tceanc	1.207191066	0.636115962	1.0644909	0.620063475	1.372390872	1.657471354	1.445028486	0.725454948
Gm32673	0.986757407	1.433537024	0.468923906	0.620069713	2.063399149	2.186058175	0.307595209	0.221677208
Fbrs	0.587997869	0.628868602	0.407890828	0.620244854	0.585037142	0.396691156	0.491436672	0.531251656
Gm46445	0.368260197	0.838770256	0.299774532	0.620451077	0.401301709	0.186334302	0.424742459	0.255085579
Ppp1r3f	0	0	0.031557021	0.620486613	1.196933295	0.637495965	0.577533788	0.268526515
Gm34948	0.682045791	0.559247786	0.199873853	0.620526102	0.29729647	0.552168396	0.314662088	0.070865673
Gm13470	1.074384512	0.769081952	1.199424412	0.620619908	7.442827228	1.708529216	0.531072544	1.674454625
Ndst1	0.596697263	0.586961288	0.726481574	0.620679377	1.276910557	0.310671442	1.416329154	0.983878474
Rnpepl1	1.638170444	2.272633707	1.591130002	0.621003955	3.093588078	2.56202491	3.242083955	3.172069157
Irs2	0.83022059	2.556574375	1.135383905	0.621053812	3.564560165	2.629697921	2.231106578	2.40668964
Mss51	0.122887117	0	0.120040433	0.62112695	0	1.616656433	0.354337618	0
Tincr	0	0	0	0.621223623	0	0	0.405020306	0.273646281
Lrp8	1.163360155	1.129319326	1.161223344	0.621395473	0.442878826	0.868827248	1.353510341	1.208750231
Shroom2	0.992632026	1.181820945	0.903526014	0.621449904	1.419723669	0.576454474	1.964506426	1.306781157
Ift172	0.146019345	0.133032768	0.091695087	0.622068748	0.068194577	0.052774046	1.094698814	0.682724195
Ly75	1.31346673	0.680594943	0.930204168	0.622392527	2.406398796	0.697824809	5.368501125	4.350024022
Flt3	0.633969666	1.097413532	0.504273902	0.622563082	0.542811895	0.623228603	0.480506388	0.207021526
Gm38957	0.805788384	0.323878095	0.60191703	0.622901598	0.258260694	0.335767105	0.574026941	0.492486654
Gm39490	0.863502041	0.112386348	0.572374314	0.623504144	0.336063669	0.499336537	0.035569375	0.064085196
Nlrp1a	0	0	0	0.623650278	0	0.044594069	0.012706326	0.011446467
Wdfy2	0.284136664	0.184904497	0.269624497	0.623701569	1.875475181	0.287538036	1.29213894	1.096541241
Pcnx3	1.72194681	1.624334176	0.937784469	0.623878938	1.876445521	0.41636391	2.689079335	2.501616662
Fancc	2.43706322	2.227620893	1.848104023	0.624004826	3.35459939	0.957289388	1.54411833	1.107814991
Marchf8	1.315362165	0.507005784	1.006027887	0.624660557	1.075035576	1.298196221	1.908887506	1.637015669
Gm31466	0.162644714	0.681625794	0.317754088	0.624780638	0.531713193	0.032918344	0.600289612	0.168990519
Dnajc12	0.198687547	1.850393937	0.150954956	0.624870729	3.103373705	1.45214345	0.509247645	0.734007507
Cnot3	0.330774505	1.126380884	0.286033665	0.624900765	1.695900302	1.706595545	1.719910241	2.405760851
Pi4kb	0.471147476	0.590211678	0.388321872	0.625115392	2.406657991	2.085945473	1.732119926	2.417054053
Gabrr3	0.321679065	0.574867634	0.31422736	0.62535045	0.337058813	0.338050233	0.52798559	0.604184658
Rtl8c	1.340525465	1.096040841	1.141591105	0.625441909	0.973867868	0.800030093	0.555020971	0.464275962
9330175M20Rik	0	0.14095635	0.043180689	0.625605295	0.240854409	0	0.305907774	0.160752893
Gm14321	0.333476612	1.215272311	0.55843134	0.626058194	0.467225005	0.530307844	0.65935527	0.098996473
Prx	0.523556385	0.798232607	0.480116255	0.626468712	1.734881742	1.254276817	0.431326678	0.455169992
5930403N24Rik	0.747450764	0.116263931	0.676711454	0.626587407	0.297993108	0.645705972	0.147186395	0.246243327
Cep126	0.639454173	1.140891314	0.870035953	0.627179365	0.945695275	0.115555182	0.768261533	0.391523401
Olfr544	0	0	0	0.62764852	0	0	0	0
Gm31194	1.862923604	0	0.960433596	0.627737108	0.394736069	1.675755095	0.417793309	0
Hps5	1.482912317	1.798056649	1.160978721	0.628283178	2.091247619	2.515819255	3.521319981	5.064148967
Rasa2	1.272045758	1.551026888	1.279949567	0.628446717	1.719694352	0.619439781	2.228298449	3.006068392
Pif1	0.985653359	1.036966881	0.722115501	0.62867299	3.746526151	0.142493217	2.422528232	4.023289144
Ttll4	0.940199182	1.226327244	0.898597435	0.629067007	1.422586245	1.724938577	3.385834249	3.998892416
Wdr31	1.927115452	0.607750223	1.172925959	0.629386877	1.631555993	1.140108016	0.786489825	0.908738187
Polr3a	1.018144168	0.8184645	0.690340832	0.629647825	1.997091717	1.006089161	2.5282053	2.974477158
Gm15614	1.557437282	2.790548371	1.267799331	0.629759271	0.565725219	1.20832893	1.407110066	0.458490797
Ankrd28	0.338656893	1.523098499	0.346564842	0.630349439	2.548149205	0.413429048	2.095593127	1.541525939
Zfp781	3.41885969	1.475429347	3.562305809	0.6305852	1.111147136	2.670712408	1.798666581	1.819749709
Gpatch8	0.637870643	1.059876665	0.661523076	0.630614198	0.269467044	0.887216025	1.575121004	1.491935484
Ccdc14	0.179082425	1.999968244	0.186220037	0.630694493	2.178129004	0.327376367	1.172667355	1.944727104
Gm52067	1.123112128	0.909533765	0.975195733	0.630746173	0.543947302	0.252568177	1.871090766	0.388977291
Rufy3	0.59321572	0.401805484	0.430813026	0.631072642	0.852895951	0.823471553	0.684200752	0.961651987
LOC118568512	2.643993135	2.877229533	1.147886644	0.631074686	2.841203907	4.385083421	0.762379531	0.953872264
Foxp4	0.924229568	1.287812145	0.756775388	0.632022864	1.48110952	2.407005153	1.990882194	2.584308885
Gm281	0.938348765	0.886557249	0.814766121	0.632378418	0.814245206	1.002336183	0.82172269	0.866630859
Zfp710	0.357509107	0.24428489	0.5794	0.63245433	0.318752178	1.726719341	1.171427302	0.869548966
Plpp7	0.244885037	0.44621121	0.159474845	0.63263263	0.770920006	0.192746192	0.910098993	0.39579487
Zfp59	0.501051954	0.006713084	0.381479245	0.633135675	0.658421384	1.767218377	0.373936122	1.018234654
Zfp420	0.445481318	0.40586138	0.349141387	0.633607672	0.773335309	0.288311363	1.284518609	0.608179635
Prex2	0.847576567	1.487888569	0.763995655	0.633897785	0.533148763	1.178497213	1.621342969	0.995201484
Gm12996	1.064763934	0.397976052	1.013429448	0.63477611	1.071044348	1.022253191	3.684219379	0.0567337
LOC118568685	0.456953413	0.468352323	0.585858095	0.635153412	0.248976385	0.549127975	0.230579598	0.326412674
Frmd8os	1.777248091	1.1285224	1.771150366	0.6351626	6.299193672	1.526019817	3.002283916	1.548151077
Zfp72	0.363833301	0.602681678	0.376944793	0.635283205	2.474981487	2.354176323	2.60683332	1.832866673
Syne2	0.485669488	1.500156966	0.474418939	0.63535813	0.877358595	0.139297432	1.270094297	1.462584227
Pald1	1.616709178	0.783221125	1.529122882	0.635567163	1.635925222	0.181784739	2.293844388	3.492891017
Rnf125	0.45831879	0.291318921	0.218645075	0.635704419	0	0.442232941	0.086053421	0.022148871
Epcam	0.027367873	0	0	0.636316081	0.029823409	2.852635621	0	0.341228017
H2bc7	0.629522175	1.950016029	0.614939274	0.636377835	0.686004967	0.509646499	0.145215149	0.784900605
Rev3l	1.332138989	0.803223609	1.940090103	0.636596446	0.860440171	0.37256192	1.877271205	1.117357646
C3ar1	1.207089368	2.665659611	0.999694719	0.636644288	0.243061821	0.278829627	0.832310134	1.063331269
Hand2os1	0	0	0	0.636693655	0.381303009	0	0	0
Tut4	1.037826434	2.308071642	1.39008095	0.636807336	2.168053494	0.788834177	1.709259074	2.382660406
Fyb2	0.013126643	0.047836777	0.012822564	0.636940608	0.200261725	0.013283781	0.105979685	0.040916392
Otx1	0.726305856	0.686680314	0.562230193	0.637243655	1.030407461	1.13717042	0.932538098	1.267231816
Tmem44	0.284157113	0.024270462	0.199506747	0.637339615	0.92895786	0.29654494	0.532577473	0.276791145
Fchsd2	0.93430267	0.802567773	0.964811491	0.638646669	1.415687424	1.458751551	2.904394608	2.727361414
Itpk1	1.283731494	0.035986455	1.639838063	0.638873434	1.20521657	1.019292998	1.867865443	1.826304677
Klhl28	0.424226737	0.989432639	0.270741014	0.640411036	0.745827462	0.165997977	1.20039863	1.757237029
Ankrd37	0.937787948	1.030286047	1.778242	0.641294593	0	0.446594879	0.381748968	0.487188509
Zfp592	0.96755078	0.082640565	1.048511842	0.641870026	0.716637084	0.726700449	1.734953222	1.798546478
Atp8b3	0.101608083	0.011571416	0.099254328	0.641966382	0.179927626	0.025706106	0.01464904	0
Slc39a14	0.274403612	0.333331834	0.248191707	0.642110969	0.459610968	0.010284758	0.656424802	0.876448772
Loxl2	1.087676812	4.042691332	1.278737886	0.642198629	4.174656304	2.259838675	3.308328195	4.130416656
Irgq	0.257894388	0.025174065	0.188940192	0.642446494	0.491808656	0.521963234	0.488666523	0.583762349
Cemip2	0.367230464	0.920067366	0.434607389	0.642512941	1.015840485	0.228693258	2.199226793	1.812402683
Gm35125	0.045414804	0	0.029575179	0.642731366	0	0.33702871	0	0
Jmy	0.083515653	0.848673732	0.188263869	0.642930062	0.406039933	0.143026079	0.711322679	0.467245311
Gm40790	0.42409915	0.193190443	0.20713744	0.643076549	0	0.214588	0.244572882	0
Gm4117	0	0.148816415	0	0.643109221	0.037473583	0	0.128903068	0.142919462
Aff2	0.960426695	1.148100807	1.000922794	0.643134669	2.12319672	0.532391419	1.262956804	0.70234296
4930506C21Rik	0.809920632	1.212245259	1.412783562	0.643296404	1.386926145	0	1.467938981	0.420760393
Slx4	0.928414946	0.261003341	0.637426895	0.643560429	0.757341225	1.16501585	0.832173494	0.981174973
Saa3	1.912040233	0	2.490330347	0.644287616	37.50470547	7.202236027	0.612583678	0
Wdr27	0.968487234	0.586373512	0.904138491	0.644427648	0.460895144	0.756771329	0.353490473	0.38849822
Gm46043	0.088548174	0.145211278	0.138395124	0.644489904	0.077194405	0.573492324	0.020425867	0
Wdfy3	0.737016273	0.589456625	0.628347432	0.644566092	1.036116795	0.174598448	1.312937683	1.26849249
Klf16	0.467916332	0.465055726	0.768720468	0.645016448	0.857557944	1.571217865	0.71140091	1.149135527
Prss27	1.472720284	0	1.342697694	0.645128722	1.444371817	0.049678336	1.07578011	0.561066171
Shld1	0.808211593	1.618110927	1.452270525	0.645541316	1.250414857	0.797691885	1.277420647	1.482512895
Lcorl	0.840106796	1.050039042	0.769779227	0.645715137	0.253460427	0.029861119	1.075063996	1.165048593
Noxred1	0.039947016	0.400336569	0.078043285	0.646112793	0.522374321	0.080850436	0.046073928	0.166022413
Wdr66	0.63965726	0.573214252	0.419974143	0.646623293	0.651341247	0.80649024	0.241890265	0.217906346
Gm38528	0.844542272	0.32642523	0.749980385	0.646772391	0	0.181289862	0.118069667	0.079772112
Dnmbp	0.745582765	0.650367375	0.800625915	0.646794219	0.927724127	1.819381147	1.543007952	2.439394851
Lnclep	0.274403612	1.527770905	0.833924135	0.647247856	0.830622231	0	0.843974746	0.411825327
AI467606	0	0	0	0.647948341	0.977868899	0	0.768848206	0.186473356
Mir29a	0	0	0	0.647948341	0	0	0	0
Gpsm1	0.501792437	0.575688422	0.708021021	0.648161833	1.326532439	0.996791308	1.489759101	2.239962365
Homez	0.255029265	0.358479204	0.355887863	0.648199451	1.349855014	0.125354209	0.420206605	0.068137606
Fam104a	0.486251611	0.460725897	0.588984595	0.648842063	0.763026767	1.397485849	1.233828023	0.82856634
Mbd6	0.217612604	0.852512454	0.563314742	0.648948261	0.877408823	0.451446127	0.489428835	0.65569886
Particl	1.692447408	1.089981876	1.938283501	0.648953952	1.685308013	1.358354249	2.086650787	1.152107942
Ptprm	2.888008867	3.586302958	3.352481141	0.649879802	4.947030456	1.331175566	8.738066311	5.765021315
Ric8b	0.801547393	1.983421877	0.589651245	0.650221844	1.488125302	1.101551732	2.15713282	1.521697361
Prickle2	0.434986123	0.49401731	0.53550258	0.650549444	0.454534455	0.404013029	0.900315514	0.495296107
Coq8a	0	0	0	0.650649903	0.040464809	0	0.099933006	0.180048884
Rbp1	0.279021092	0.664845648	0.48221722	0.650907009	0.046777812	0.043440189	0.049510188	0.044601151
Gm6556	0.121589107	0.509566341	0.190035987	0.651440195	0.304746505	0.172262494	0.280475907	0.240032836
Gm39546	0.241736515	0.146824736	0.157424454	0.651650903	0.175617272	0.407717199	0	0.334890925
Dennd1a	1.887127134	2.68693217	1.37097961	0.651870019	4.805264116	1.698593174	7.317202869	2.492820394
Clip4	0.120933043	0.064270253	0.196886042	0.652000189	0.45026047	0.06119036	0.662536008	0.460721837
Ints6l	0.583099796	0.56665646	0.425295562	0.65232456	1.965557885	1.573546738	1.98173142	1.365182509
Foxs1	0.645368271	0	0.252167318	0.652396499	0.609503117	2.830073619	0.396987867	1.430502807
Zc3h10	0.959338479	0.838343253	1.051864193	0.653121132	0.725388939	2.456775627	1.648426319	3.092016176
